time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-06 00:00:00+00:00,4.0,3.0,22,5
2023-03-07 00:00:00+00:00,4.0,3.0,29,13
2023-03-08 00:00:00+00:00,11.0,6.0,35,10
2023-03-09 00:00:00+00:00,4.0,3.0,15,7
2023-03-10 00:00:00+00:00,4.0,3.0,30,9
2023-03-11 00:00:00+00:00,1.0,1.0,9,5
2023-03-12 00:00:00+00:00,4.0,4.0,39,9
2023-03-13 00:00:00+00:00,8.0,7.0,16,8
2023-03-14 00:00:00+00:00,18.0,6.0,15,8
2023-03-15 00:00:00+00:00,5.0,4.0,9,5
2023-03-16 00:00:00+00:00,6.0,4.0,23,8
2023-03-17 00:00:00+00:00,4.0,3.0,16,5
2023-03-18 00:00:00+00:00,3.0,3.0,26,6
2023-03-19 00:00:00+00:00,,,24,7
