time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-17 00:00:00+00:00,2,2,34,13
2024-01-18 00:00:00+00:00,2,2,37,19
2024-01-19 00:00:00+00:00,2,2,38,12
2024-01-20 00:00:00+00:00,3,3,39,17
2024-01-21 00:00:00+00:00,11,6,38,19
2024-01-22 00:00:00+00:00,17,8,61,24
2024-01-23 00:00:00+00:00,6,4,24,12
2024-01-24 00:00:00+00:00,3,3,47,16
2024-01-25 00:00:00+00:00,2,2,29,11
2024-01-26 00:00:00+00:00,3,3,51,14
2024-01-27 00:00:00+00:00,3,3,36,16
2024-01-28 00:00:00+00:00,2,2,28,16
2024-01-29 00:00:00+00:00,6,6,58,18
2024-01-30 00:00:00+00:00,1,1,28,15
