url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,208,120
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,142,80
/mmvanheusden/SteamDepotDownloaderGUI/issues,23,8
/mmvanheusden/SteamDepotDownloaderGUI/releases,17,13
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,14,3
/mmvanheusden/SteamDepotDownloaderGUI/pulls,10,6
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,10,4
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,10,3
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,7,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,6,5
